SAT_band_1,SAT_band_2,SAT_band_3,SAT_band_4,sensor_id,UAV_band_1,UAV_band_2,UAV_band_3,UAV_band_4
-0.410197709381922,-0.5132002788588015,-0.5275130880793283,0.3488277015402531,0,0.0743508131907118,-0.064568735801193,-0.3558463817328267,0.5172693198088552
-0.678977300968069,-0.727219864279519,0.0,0.7729276012536819,1,0.0743508131907118,-0.064568735801193,-0.3558463817328267,0.5172693198088552
-0.5633251536730864,-0.6704603991657812,-0.6916434989991477,0.8665309121219109,0,0.0410224517450801,-0.1255692852667543,-0.5211738316438271,0.259885126415635
-0.8705473599769225,-0.4336246175852644,0.0,0.9341984917005156,1,0.0410224517450801,-0.1255692852667543,-0.5211738316438271,0.259885126415635
-0.6524174848970365,-0.8077861380253972,-0.1395684804506641,1.1486654660367823,0,0.4365190075665762,0.2247481559497545,0.76136638584757,1.3757061873599945
0.0616788259983693,0.3692315048252216,0.0,0.5299004101378799,1,0.4365190075665762,0.2247481559497545,0.76136638584757,1.3757061873599945
0.2496423687454588,0.41928578662343,-0.1395684804506641,0.2611742478967979,0,1.2008494300530628,1.1188419238306948,1.11907486838228,-0.0958998712991015
0.0616788259983693,0.3692315048252216,0.0,0.5299004101378799,1,1.2008494300530628,1.1188419238306948,1.11907486838228,-0.0958998712991015
-0.2013875580757888,-0.0237004677624281,0.7706092528319709,0.2091300097959963,0,1.0342076228249044,0.4487073161304579,1.482795258186481,1.1139159878031244
0.0616788259983693,0.3692315048252216,0.0,0.5299004101378799,1,1.0342076228249044,0.4487073161304579,1.482795258186481,1.1139159878031244
-0.2849116185982421,-0.4356776843412763,0.7706092528319709,0.3488277015402531,0,1.63967285575388,0.768524482614186,2.51684330853892,1.613630520197094
0.0616788259983693,0.3692315048252216,0.0,0.5299004101378799,1,1.63967285575388,0.768524482614186,2.51684330853892,1.613630520197094
-0.4296866568371612,-0.3825193338149733,0.4174801869135715,0.614527232896977,0,1.4552559224213848,0.7188526066208005,1.782388637116112,0.9116068714555292
0.0616788259983693,0.3692315048252216,0.0,0.5299004101378799,1,1.4552559224213848,0.7188526066208005,1.782388637116112,0.9116068714555292
-0.4296866568371612,-0.3825193338149733,0.4174801869135715,0.614527232896977,0,1.4908061746300585,0.6953238232555126,1.924670442494064,1.18404491924122
0.0616788259983693,0.3692315048252216,0.0,0.5299004101378799,1,1.4908061746300585,0.6953238232555126,1.924670442494064,1.18404491924122
-0.340594325613211,-0.4932658974114379,0.4174801869135715,0.6857456639822844,0,1.5030265738267905,0.6691807306274149,1.8986188443262697,1.3826823637857737
-0.2909564002705572,-0.5949208201282775,0.0,1.0461930084717783,1,1.5030265738267905,0.6691807306274149,1.8986188443262697,1.3826823637857737
-0.3628674084191985,-0.5242749352184479,0.4672166750710925,0.8829659346800588,0,1.3708240734257844,0.5829085249546926,1.5429143308813902,1.2361826588444116
-0.2909564002705572,-0.5949208201282775,0.0,1.0461930084717783,1,1.3708240734257844,0.5829085249546926,1.5429143308813902,1.2361826588444116
-0.5271313941133566,-0.4999106912272257,0.4672166750710925,0.8747484234009848,0,1.2352887368802157,0.5088364291750825,1.0779935020407587,0.8675468098190293
-0.2909564002705572,-0.5949208201282775,0.0,1.0461930084717783,1,1.2352887368802157,0.5088364291750825,1.0779935020407587,0.8675468098190293
-0.5577568829715895,-0.6328065675429833,0.3055730885591491,0.6473972780132727,0,1.0186543874836096,0.3519778734064965,0.507864295984036,0.6281538082607132
1.9127097067529764,1.9205743231672296,0.0,1.2981797609292811,1,1.0186543874836096,0.3519778734064965,0.507864295984036,0.6281538082607132
-0.8083290645389494,-0.8232906569289022,-0.5275130880793283,0.5131779271217318,0,-0.5066736213448005,-0.3364568991334088,-1.522156392014066,-1.2029089199161611
-0.678977300968069,-0.727219864279519,0.0,0.7729276012536819,1,-0.5066736213448005,-0.3364568991334088,-1.522156392014066,-1.2029089199161611
-0.69974778585976,-0.9185327016218616,-0.5275130880793283,-0.2154414062894901,0,0.0043612541548853,-0.1177263574783249,0.4086678260374358,1.1429221950471535
-0.678977300968069,-0.727219864279519,0.0,0.7729276012536819,1,0.0043612541548853,-0.1177263574783249,0.4086678260374358,1.1429221950471535
-0.7136684626135023,-0.8454399696481951,-0.6916434989991477,0.1406507491370469,0,-0.0767377586961518,-0.1874412711532521,0.0519613280476409,0.7151724299928005
